Genome	D008	EHI03363_M	GL_07_10	EHI03358_M	GL_03_01	EHI01300	ERR1914376	ERR1913680	EHI03349_M	SA000226	EHI03335_M	D041	GL_04_10	SRR14842373	D016	ERR1916080	SRR14842426	D038	SRR14842324	GL_04_08	GL_06_01	ERR1916320	GL_04_05	SRR23153021	ERR1913344	EHI03337_M	SRR14842325	EHI03344_M	D001	SRR14842378	SRR14842396	SRR14842346	EHI01314	EHI01383	EHI03373_M	SA000222	EHI03387_M	EHI01331	SRR14842401	SRR14842343	D006	SRR14842352	EHI01329	SRR14842333	GL_03_11	EHI03383_M	EHI01323	GL_08_X	EHI01287	EHI01330	GL_08_06	ERR1915624	EHI01308	SRR14842357	ERR1913872	GL_08_05	SRR14842358	ERR1913488	ERR1914904	EHI01292	EHI03372_M	GL_07_11	D028	SRR23153161	SA000216	SRR14842337	SRR14842392	GL_07_06	GL_05_09	SRR14842407	SRR23153160	EHI01382	ERR1915456	EHI03338_M	SA000213	SRR14842422	EHI03340_M	SRR14842390	EHI03371_M	SRR21169626	GL_05_03	GL_07_07	SRR14842374	EHI03365_M	EHI01319	EHI03381_M	ERR1915648	SA000210	GL_06_03	GL_01_04	GL_05_01	SA000224	D027	EHI01304	D003	SRR14842379	D020	SRR14842395	D011	ERR1914112	EHI03341_M	SRR14842355	EHI03395_M	D026	EHI01293	EHI01324	EHI03361_M	GL_06_05	D005	GL_03_03	ERR1914448	SRR14842360	ERR1915864	SA000220	GL_01_05	GL_02_03	SRR14842320	GL_07_03	GL_02_02	SRR23153148	GL_03_07	D012	SRR14842420	SRR23152969	EHI03352_M	D007	SRR23153067	D029	GL_04_03	SRR14842359	D049	EHI01321	GL_02_06	GL_08_04	GL_05_04	ERR1914232	SRR14842383	EHI01289	EHI01290	EHI01332	SA000208	ERR1914136	SRR23152936	EHI01281	MS_03_04	D048	SA000227	SRR14842380	SRR14842328	SRR21169627	EHI03386_M	SRR21169621	D050	EHI01302	SRR23153001	D040	EHI03348_M	EHI03389_M	SRR14842356	EHI01282	GL_06_02	SRR21169624	SRR14842323	EHI01307	EHI03356_M	EHI03396_M	GL_08_12	EHI01310	EHI03375_M	D045	EHI01297	GL_02_01	SRR21169622	EHI01381	ERR1915672	SA000217	SRR23152980	GL_03_12	EHI03367_M	MS_08_03	GL_03_02	EHI01316	D033	SRR14842354	SRR14842334	GL_08_11	D018	EHI03360_M	SRR14842376	EHI01317	EHI01294	GL_07_01	SRR14842348	SRR14842415	EHI01325	EHI03336_M	EHI03345_M	EHI01318	SRR14842399	GL_04_02	GL_08_07	SRR23153032	SRR14842364	GL_05_12	SA000212	ERR1915888	GL_01_07	EHI01284	EHI01326	D042	SRR14842398	EHI03374_M	EHI03342_M	D043	SRR14842369	SRR14842371	D017	GL_03_06	SRR14842394	D047	GL_05_07	EHI01298	EHI03382_M	EHI03397_M	D015	SRR14842412	SRR21169620	EHI03346_M	SRR14842381	ERR1914160	EHI01312	D034	SRR14842366	EHI03388_M	D004	D002	ERR1913992	SA000215	EHI01384	MS_02_06	SA000211	GL_04_04	EHI03392_M	GL_04_06	SRR14842338	EHI03370_M	EHI03366_M	EHI03353_M	SRR23152947	EHI03376_M	EHI01311	D032	EHI03359_M	EHI01295	SRR14842385	SRR14842322	SA000228	EHI01305	EHI03355_M	SRR14842327	EHI03384_M	EHI03343_M	ERR1916008	GL_08_10	SA000219	ERR1913440	D031	EHI03379_M	ERR1915720	GL_06_04	SRR14842365	SRR14842377	SRR14842418	SRR21169628	ERR1915264	GL_08_02	GL_03_13	D046	SRR23153089	SRR14842375	EHI01328	SRR14842350	EHI03351_M	D023	D030	SRR23152958	EHI01322	EHI01283	D051	GL_07_04	EHI01288	SRR14842384	SA000218	SRR14842363	EHI01299	EHI03380_M	EHI01286	D022	EHI01309	SRR23153078	GL_01_06	ERR1913920	GL_04_09	EHI03393_M	EHI03377_M	EHI01291	SRR14842419	SRR21169630	GL_04_07	EHI01306	GL_03_09	EHI01301	GL_06_06	GL_05_11	SRR14842424	D025	D052	SRR14842387	SA000223	D035	D044	EHI01315	MS_05_01	GL_02_05	SRR14842351	SRR23153121	SRR14842342	EHI03394_M	EHI03385_M	SRR23153159	GL_02_04	EHI03390_M	GL_03_05	SRR14842332	ERR1913584	SRR14842341	EHI01296	GL_07_02	SA000225	D019	GL_08_03	D037	ERR1915144	EHI01313	GL_04_01	GL_07_05	GL_08_01	GL_03_10	SRR21169629	EHI03347_M	ERR1915840	EHI01320	GL_05_06	D036	D010	D014	SRR23153058	SRR14842404	SRR14842372	GL_01_02	GL_03_14	ERR1915792	SRR14842391	SRR14842345	SA000221	D024	EHI03369_M	SRR14842340	GL_05_10	SRR14842353	SRR23153012	EHI03354_M	GL_07_09	SA000209	SRR14842344	SRR14842335	EHI01280	SRR14842402	GL_03_04	ERR1913896	EHI01327	EHI01285	SRR14842362	GL_07_08	EHI03339_M	EHI03350_M	SRR14842386	ERR1914256	EHI03362_M	EHI03378_M	D013	EHI03391_M	SRR14842347	SRR14842388	GL_08_08	SRR14842397	SRR21169623	GL_07_12	SRR14842368	EHI03368_M	SRR14842393	EHI01385	SA000214	D039	EHI03364_M	SRR21169625	SRR14842336	EHI01303	SRR14842367	D021	EHI03357_M
SRR14842407_bin_132492	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	176	0	0	0	0	0	0	0	0	0	0	0	158	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	218	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	2434593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	124	0	0	0	0	0	0	0	0	0	150	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	895	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	150	0	0	0	0	206	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	102	1991	0	150	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	168	0	0	0	0	0	0	0	0	164	197	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0
GL_02_02_bin_62617	4531	2002	3541	166	5113	2011	1242	1029	2236	290	2009	0	613	0	0	1618	0	0	482	7097	3487	4415	244	199	1251	3363	145	696	300	3525	170	889	0	0	1998	0	1659	0	4712	4571	348	1879	0	741	2805	2506	0	0	1982	2149	140	1385	1770	2851	1637	3532	0	235	852	1213	2120	3684	0	0	981	300	448	4709	3956	900	0	3866	1226	2001	903	1562	2009	527	3084	0	2563	11046	3236	1923	2158	1005	1364	871	4099	27447	2307	0	4618	2012	0	0	0	4973	325	5371	2885	2578	2015	384	0	300	4901	3608	188	3660	377	69	87	0	7987	5176	972	3528	2799347	0	0	0	145	0	1995	0	288	2189	7501	0	333	567	4058	118	2988	1199	265	5661	2429	710	645	737	0	299	16488	882	92582	3028	3842	0	1957	0	4618	0	0	4617	2734	0	2962	605	4075	290	0	0	0	0	3499	0	0	0	2354	3606	0	230	756	0	0	2913	1914	0	69824	0	150	0	695	13629	0	160	3333	0	0	3831	794	0	600	130	2004	150	692	1986	3717	0	0	0	150	616	3804	1300	0	150	834	543	0	150	3244	4618	4618	8348	2848	0	10331	2481	1886	2011	1484	0	0	0	0	1132	4593	0	153	0	300	0	1031	0	1994	536	0	188	1982	226	0	1995	2201	2640	0	1990	2091	4909	0	187	0	0	150	150	2121	4716	0	0	696	3696	0	1240	307	0	509	1823	1503	1322	0	0	370	5618	36121	292	0	1200	0	0	4253	172	0	0	450	1388	316	9496	0	2550	0	1504	1734	0	0	0	0	79	3983	2452	3239	166	1196	300	0	0	61421	5759	3529	0	3653	1918	0	0	4618	150	0	1698	197	1145	361358	42628	150	0	150	300	2186	0	3141	3650	23657	0	919	0	1370	7623	272	0	6149	0	435	0	6350	10723	2869	6823	150	3131	516	287	651	5251	0	0	0	312	0	67563	4687	982	0	150	0	0	1985	3951	1971	0	0	0	3842	631	338	150	2006	0	3724	472	150	2142	3703	3773	3704	1953	0	855	2013	3484	4618	1919	91	834	10861	4767	272	3611	149	2128	4558	6598	896	0	2580	92582	4618	569	240	697	2227
GL_02_02_bin_65962	0	150	0	0	4744	159	0	0	0	0	0	0	3640	0	0	0	0	0	0	3432	0	0	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0	0	1922	0	0	149	0	126	0	0	149	0	0	0	0	0	0	1785	124	150	0	161	0	0	0	0	0	0	0	295	449	19257	0	157	0	0	0	0	626	11678	726	0	0	151	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	283	0	0	0	0	825	3130	0	0	2389517	0	265	0	0	0	145	0	0	0	5386	0	0	0	5569	0	0	0	0	0	599	0	0	0	0	0	10316	0	71703	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	31798	0	0	0	0	3859	0	0	0	300	0	0	0	0	0	145	0	129	0	0	0	0	0	0	0	0	137	0	150	0	0	0	0	0	0	0	0	1330	0	0	19701	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	648	0	0	138	260	0	0	0	156	0	154	0	0	0	0	0	0	0	150	0	0	0	0	0	164	295	0	0	0	0	189	0	0	0	0	0	546	145454	0	0	0	0	0	0	0	0	0	150	152	0	16532	0	0	0	0	150	0	0	0	0	0	125	0	870	150	0	0	0	0	40006	0	150	0	0	0	150	0	0	0	0	0	0	0	200176	29929	0	0	0	0	150	0	1064	0	7717	0	0	0	0	5253	413	0	5049	0	0	141	6693	21385	115	0	0	0	0	0	0	0	0	0	0	0	0	32225	0	0	0	0	0	0	128	0	0	0	0	0	2098	0	0	0	0	0	1019	0	0	0	0	284	0	132	0	0	0	0	0	0	0	0	1025	0	413	109	0	110	0	0	0	0	0	71703	0	0	0	0	100
GL_02_02_bin_37895	0	268	0	0	734	0	0	126	0	0	444	0	150	0	0	0	815	0	262	1784	186	0	109	0	0	0	277	150	0	0	0	162	0	0	0	0	443	0	0	0	0	0	0	0	150	0	300	286	0	0	0	0	2064	0	177	1241	0	126	0	1117	0	402	0	0	287	209	0	498	149	150	0	0	0	0	0	0	456	0	0	0	0	1819	233	0	0	0	0	292	683	1787	279	0	150	0	0	0	0	0	0	0	0	0	457	0	0	0	372	0	0	441	0	0	0	269	870	2883	0	0	4777553	0	0	0	91	0	0	0	0	0	833	0	0	0	3206	0	389	126	0	0	452	0	0	75	0	0	1396180	0	5203	0	271	269	0	249	0	0	0	0	401	0	0	521	573	0	0	0	394	0	0	0	0	0	0	1008	0	0	0	294	0	182	398	0	55330	0	0	0	446	9314	0	0	0	0	786	334	150	273	0	0	96	300	0	0	440	0	0	452	287	0	685	448	0	0	0	0	301	0	0	0	0	875	0	0	7335	0	453	454	0	445	0	451	0	0	0	0	0	0	0	0	0	0	0	538	0	0	219	190	0	394	223	0	0	0	0	0	0	0	242	195	281	0	289	260	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	9150	6058	0	0	0	0	150	0	0	0	0	0	0	0	400	0	0	249	174	219	150	0	0	0	0	0	0	31732	0	0	0	182	0	511572	0	0	0	411	0	0	0	0	0	0	0	0	0	4235944	7496	0	0	150	0	150	0	2555	0	75219	0	0	443	0	402	154	0	2551	0	0	0	599	6836	0	422	281	0	0	0	0	0	0	0	0	0	0	37868	655	0	0	550	0	0	0	264	0	0	0	281	150	0	0	86	0	0	150	0	2287	832	0	408	0	0	0	0	448	0	0	0	193	0	1438	0	154	816	0	0	0	0	173	0	0	5203	0	0	150	0	0
MS_05_01_bin_31140	2689	0	0	192	7292	6900	0	913	0	150	0	0	1198	300	0	0	11272	0	8279	34737	0	5132	1651	1450	0	0	2709	3310	0	3085	21863	4405	0	150	0	0	711	0	3503	1342	635	29922	0	600	1984	300	1453	300	150	20517	0	0	1500	1323	0	1325	1253	8984	0	0	870	1267	5597	476	234	1228	5276	4432	2646	9603	163	10867	0	0	5061	406	0	0	0	4924	4105	22694	11634	276	150	440	6982	2356	154	3279	544	1612	3632	2492	0	4884	237	11940	0	5017	0	2006	64	2329	300	673	1695	300	1016	2663	550	6923	4984	0	17786	11348	207	677	2263289	0	1317	1241	596	0	0	0	1134	24228	8866	0	300	150	20183	0	3482	0	3480	6278	6924	1531	4318	338	302	1156	1457266	3449	6040	4588	12309	0	0	0	2169	304	0	4949	294	4190	300	300	0	150	5446	0	0	294	1683	0	0	0	0	2711	1612	1091	0	648	598	1470	0	15060	141244	0	6964	0	13576	12244	0	0	5208	150	0	451	22588	8820	5825	0	1377	0	8146	2252	3879	1415	1681	5523	300	0	669	330	0	300	0	0	0	0	8915	15768	3961	8585	0	7769	8318	300	0	0	0	13089	0	1401	0	1070	2717	0	2940	4685	0	16825	1261	694	6353	1165	0	150	0	121	5938	1778	605	0	240	3366	2099	5704	185	0	7659	2977	0	0	0	20824	0	0	630	14793	4924	5690	0	0	1456	0	4090	2444	4300	1236	0	6356	12960	6974	0	14802	150	5926	5346	584	1133	302	1816	4517	4656	8937	0	2390	0	2601	600	0	0	150	0	0	17477	126	68144	438	764	0	2162	0	201241	1170	4717	0	3743	908	0	150	3092	9941	0	0	5563	4970	4932577	12715	17394	1120	12108	0	152	65	5178	406	1856673	0	158	8986	3591	1907	838	0	3729	1629	0	0	9491	9340	325	9697	0	245	0	20924	1232	2766	2954	0	0	0	1711	38638	3093	0	1551	6588	1236	0	0	14001	600	0	0	300	446	0	31221	17619	363	0	4608	0	150	150	2306	2959	743	0	1564	0	0	879	608	0	15062	3024	1878	13369	838	598	295	0	7026	4606	7959	300	0	6040	21342	300	2245	150	0
GL_01_02_bin_120653	0	286	0	80	4790	0	126	87	0	0	0	150	2404	0	0	294	0	0	0	383986	104	124	533	0	518	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	150	0	0	0	0	0	0	445	0	150	0	126	330	0	331	0	0	0	0	0	0	135	0	0	0	1103	0	0	0	0	120	0	0	0	0	70	0	977	0	0	176	0	0	0	267	498	265	15781	0	0	0	0	0	0	0	150	93	86	0	0	178	0	0	0	229	209	166	126	0	0	0	207	518	0	0	1839	0	2949	150	104	0	0	0	119	150	230	0	0	0	911	596	1852	262	0	0	0	0	0	432	0	0	0	0	300	0	0	0	311	0	0	0	0	0	0	71	0	0	150	0	0	0	0	104	152	0	0	0	0	474	0	0	0	0	0	635	0	166	27834	0	0	0	0	410596	0	249	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	226	0	75	215	0	0	0	0	0	0	232	0	0	0	303	0	0	0	300	0	0	0	0	0	0	0	61	0	0	0	0	0	0	416	0	0	0	0	279	64	0	0	0	0	164	0	116	0	0	150	0	0	0	0	0	0	0	0	0	73	0	0	126	0	210	0	497	114	0	0	0	271	4098	19813	0	0	150	0	0	150	0	0	104	146	325	0	234	0	0	0	0	229	0	0	150	0	0	150	119	207	0	0	0	0	0	3565	0	0	0	105	592	0	213	0	0	0	0	0	0	1278	4063	0	0	0	0	62	0	559	0	1762	0	213	0	0	334	0	0	4450	0	0	0	1217	783	103	300	0	347	0	0	331	0	0	0	0	0	0	4356942	0	0	60	0	0	0	262	0	0	0	0	81	0	0	0	0	0	205	7396	317	0	0	0	220	0	147	0	0	0	0	150	75	99	0	130986	0	0	103	0	0	0	0	0	0	0	300	0	0	114	0	64
SRR14842407_bin_55035	0	258	463	0	350	0	0	0	351	150	150	0	0	0	0	0	0	0	150	501	0	126	0	0	0	0	0	0	0	0	0	0	259	0	0	150	150	0	0	0	0	0	0	0	129	432	0	0	0	0	0	0	0	0	0	0	0	0	0	754	0	700	0	0	0	0	0	719	150	1857873	0	153	376	150	0	0	286	0	0	0	667	440	0	0	0	0	0	282	0	551	770	260	0	223	0	0	0	0	0	0	0	0	163	0	150	0	0	0	0	298	0	0	0	300	298	671	0	681	0	0	664	0	0	0	0	0	0	0	685	0	0	0	157	0	228	0	0	0	300	0	0	0	0	0	150	0	207	0	1602	300	0	382	0	0	0	0	0	256	150	0	0	150	0	0	150	318	0	0	0	0	0	716	260	219	0	339	171	0	342	0	766	0	0	0	0	0	0	224	0	300	0	457	0	0	605	0	444	0	293	0	585	143	0	150	150	206	0	0	0	0	240	0	0	0	0	0	0	0	0	0	528	0	151	0	0	0	0	214	0	307	0	0	0	0	0	0	0	0	522	0	0	0	0	0	0	294	0	503	0	150	0	0	230	0	149	0	0	0	0	1331	0	0	708	441	0	0	0	0	0	0	62	0	0	0	0	0	729	0	0	0	0	0	0	0	0	0	0	273	0	367	0	0	382	0	195	0	0	0	0	276	743	0	687	0	0	226	0	150	678	0	655	0	682	261	1159	0	0	0	0	0	0	0	150	642	3948	411	0	0	0	0	578	522	719	0	0	630	291	659	754	0	365	0	252	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	762	711	545	0	339	0	0	0	0	254	0	0	0	717	663	0	0	165	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	600	150	243	0	754	0	0	0	0	0	0	0	0	207	0	0	0	0	0
SRR14842424_bin_12760	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	150	0	0	0	586	0	106	0	204	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	495	252	0	0	64	0	0	247	160	0	0	0	0	116	0	0	0	0	0	1811	0	0	0	0	1727	0	0	450	0	0	150	0	0	217	0	0	0	60	237	0	0	64	0	0	0	0	0	0	0	0	150	65	0	762	0	0	0	300	0	0	0	0	0	0	0	0	0	0	204	72	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	526	0	0	0	400	2008	0	0	0	150	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	338	0	0	305	71	0	150	0	0	0	0	0	64	0	0	0	0	0	0	0	150	0	0	0	0	0	0	150	0	0	419	0	0	0	0	0	0	303	0	94	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	623	0	0	0	0	68	0	0	0	0	0	300	63	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	150	0	138	0	0	0	0	0	0	150	0	138	0	0	126	342	0	0	0	63	201	0	0	0	0	0	155	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	2251090	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	515	0	0	0	0	0	0	0	0	0	138	65	746	0	0	0	0	0	0	0	0	299	0	0	343	0	63	0	83	0	0	0	0	226	150	0	0	0	0	0	0	331	451	150	0	0	0	0	150	337	150	0	0	0	0	0	0	0	515	0	0	0	0	0	985	0	0	0	0	0	0	419	135
GL_02_01_bin_306	2348	2488	209022	6268	406760	2588	7718	2592	5127	1721	4204	3206	7276	1786	3596	4620	3808	1389	211	1802	5319	7886	3597	2929	5438	4110	4532	6243	1270	1174	3101	1349	1859	1366	4899	552	4218	2453	1320	624	2818	1524	1044	997	6904	4632	1977	1298	1558	2064	4400	6233	2272	2241	3073	2454	897	1920	6695	1058	2273	122869	2611	4965	2374	1505	4326	1029556	10695	4988	0	2599	6018	2133	5100	248	3031	1285	4981	1258	11134	5372	556	1596	916	4967	4117	1287	3768	335415	611288	1979	4891	2580	3537	0	3456	0	7156	7069	2263	1878	7691	5056	625	6516	5662	5154	4319	8628	7500	0	2247	1354	39146	970493	4061	1143143	39001	3794	5314	1530	0	0	2409	1707	3551	2139	2648	1478	2967	4504	5467	2560	8641	6518	0	6000	6595	2890	4156	5255	1821	3552	0	1653	962	268	1925	1354	1688	4113	648	1303	1204	2012	5706	3411	1464	3857	6605	1721	0	3126	3904	2834	2318	0	954	1442	2329	1949063	1979	589	5736	1789	2236	6181	3208	0	1729613	3028	1205	489	1860	731	3427	2590	2772	128666	3291	123424	1545	717	4637	7460	6207	2433	0	1982	3338	2868	554	1243	1874	3285	18146	4209	5131	0	0	6153	1722	150	0	0	0	9842	576	1015	108345	3236	4069	2280	4013	0	2100	2172	0	4759	0	1518	1267	2959	1552	0	3040	4298	2018	0	2186	3071	1562	6690	2034	2437	2592	6155	3145	2378	300	1228	2459	3287	1620	0	522	2231	5050	610	758	1360	7581	3304	1258	999	1991	1625	4976	7803	1841	321	0	1826	1628	1840	604140	1935	2065	3285	1567	1243	3908	4794	1397	302	637	4601	271	5394	1009	0	4113	1642	1992	1465	841	0	1414	631	1024193	2368	3128	6185	2964	219	150	552	4362	206920	905177	2952	9805	1058	1909	1251	576	1258	2100	3979	1074	176	0	209516	845	1619	2661	582	3447	1171	102847	6200	10398	2206	4750	2881	3296	10342	3544	3554	6678	1093	4017	1913	4355	11027	3156	20165	522	6812	5999	1369	669	3766	1380	1095	1109	1536	1127	1278	408563	5372	3031	3158	1826	0	2980	887	1301	2260	1935	754	372053	811521	0	1263	4320	191	6398	5613	2782	4827	1009	5731	2087	3552	2359	5190	5385	7929	578	2601	993	1049	3034	0	3544	10610	0	3097	0	1437	3891	2001	5722	962	2512	3518	1807	3079	2619
GL_02_02_bin_37870	0	0	0	0	1121	0	0	0	0	0	0	0	4697	0	0	0	150	0	0	17318	412	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	7050	2085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1183	0	0	0	0	0	0	0	1430	0	0	2605310	0	0	0	528	0	0	0	0	0	297	0	0	0	2943	0	0	0	0	0	0	0	0	0	0	0	3397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	494292	0	0	0	0	73852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	150	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	5116	0	0	0	0	0	240	25019	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	150	0	2172	0	0	0	0	0	20195	0	0	0	150	0	0	0	0	0	0	0	0	0	55204	9166	0	0	150	0	0	0	451	0	2578	0	0	0	0	373	0	0	3266	0	0	0	7219	3834	0	0	0	0	0	0	0	0	0	0	0	0	0	36242	450	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GL_02_02_bin_90979	1386	0	0	0	2988	936	0	0	0	0	0	0	2544	0	0	0	2494	0	535	21600	825	1497	123	99	0	0	805	2497	0	1345	3341	561	0	0	0	0	150	0	967	134	150	4272	0	0	664	183	1807	304	858	2747	0	0	890	1288	0	530	0	2465	0	0	293	0	1407	0	528	0	1348	2629	1174	3227	302	4109	0	0	750	0	0	0	300	1026	3028	5046	3298	407	1206	540	1760	1214	49187	10855	436	600	2032	1711	0	1628	0	3757	0	535	383	1020	204	0	0	212	0	9581	150	1006	0	2612	157	0	2500	9537	0	300	3193053	0	2091	0	4459	0	0	0	543	2312	7084	0	0	0	11641	0	2616	0	1201	3431	3450	1690	925	0	302	300	21457	3273	3284	2049	1019	0	0	300	1155	0	0	1316	0	2843	0	0	8142	0	1979	0	0	486	2331	0	0	163	0	2960	600	2171	0	141	0	1330	0	150	262904	0	0	0	909	68801	0	0	441	150	0	1582	3564	3100	1677	385	485	0	3301	1143	2257	0	290	1215	0	126	300	2108	0	0	0	208	0	0	4094	4101	1609	4301	0	3214	2414	300	0	393	0	2412	0	1220	150	0	2455	0	1065	3613	579	4562	0	548	3117	521	0	439	0	367	624	352	0	0	0	467	247	810	0	0	3152	1487	0	0	0	3136	0	0	0	2334	1026	533	0	0	108	36505	2517	300	936	600	0	3573	21725	2792	0	1229	300	150	4218	450	0	297	1025	749	3083	3503	0	1330	300	0	150	0	0	0	0	0	2662	0	15976	0	1155	300	0	0	313456	209	2013	0	3385	150	150	0	794	2538	0	0	2404	3868	107064	22031	3550	254	2982	0	0	299	3373	505	67554	0	0	2736	316	5651	300	0	6637	0	0	0	7075	12950	487	3539	0	0	0	3393	1990	4252	1690	450	151	0	0	112078	3043	0	0	2108	600	0	0	600	291	0	0	1407	277	0	3684	1122	591	0	3368	0	996	0	0	710	150	0	300	0	0	320	130	0	1633	0	982	4106	300	461	0	0	2651	2771	2068	1899	0	3284	300	733	313	300	0
MS_05_01_bin_31185	0	0	0	0	7782	0	0	0	0	0	0	0	14657	0	0	0	0	0	0	312334	100	0	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	81861	0	0	1941	0	0	0	859	0	0	0	0	300	0	0	7683	4688	0	0	887	0	0	0	0	0	0	0	0	402	4493	0	0	2420	0	0	0	17164	88878	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2857	0	0	0	0	0	0	612	236950	0	300	2433786	0	178	0	477	0	0	0	0	0	4790	0	0	0	81567	0	444	0	0	0	257	0	150	0	0	0	187272	0	4031	0	0	0	0	0	0	0	0	0	0	0	0	0	3599	0	0	0	0	0	0	0	0	0	0	1784	0	150	0	0	0	847	0	0	929941	0	0	0	0	706399	0	0	0	3373	0	0	150	0	0	0	0	300	0	0	0	0	0	263	0	0	1906	0	0	0	0	0	0	0	0	0	0	1112	0	0	30899	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5241	0	3303	0	220	0	0	0	0	0	0	878	0	0	0	0	0	0	0	0	0	0	0	0	745	0	0	0	0	0	12098	0	0	0	0	0	19786	607945	0	0	0	0	0	0	0	0	0	0	0	0	3355	0	0	0	0	150	0	0	0	0	0	256	0	143786	0	0	0	0	0	1114128	452	0	0	528	272	150	0	0	0	0	0	0	0	2483426	261433	0	0	146	0	0	0	3399	0	42665	0	0	0	0	39212	0	0	44668	0	0	0	192741	140228	0	306	0	0	0	0	0	0	0	300	0	0	0	791192	1298	0	0	0	0	0	0	0	615	0	0	0	2368	0	0	0	0	0	7316	0	604	3962	0	0	0	0	0	0	0	0	0	0	0	0	10987	0	0	107	0	0	0	0	0	0	0	4031	150	299	0	0	0
